cat|VIL_NAME_T|VIL_LTD_DI|VIL_LTS_SU|VIL_ENG|VIL_CODE|DIST_NAME|SUBD_NAME|village_wi|XX|YY|essai
254|9|6506|650607|TABKHOM|650607_09|||BanKom|610151|1897954|1
255|1|6506|650611|SAINGAM|650611_01|PhromPhiram|ThapYaiChiang|BanSaiNgam|635518|1893940|1
256|2|6506|650611|SRIJAREN|650611_02|PhromPhiram|ThapYaiChiang|BanSriJayrin|636383|1894403|1
257|3|6506|650611|RAI|650611_03|PhromPhiram|ThapYaiChiang|BanRai|636781|1891659|1
258|4|6506|650611|NHONGMAKUNG|650611_04|PhromPhiram|ThapYaiChiang|BanNongMakhang|637764|1890874|1
259|5|6506|650611|TABYAICHENG|650611_05|PhromPhiram|ThapYaiChiang|BanThapYaiChiang|637555|1893662|1
260|6|6506|650611|KAWNAMLUD|650611_06|PhromPhiram|ThapYaiChiang|BanKaNamSut|641155|1888944|1
261|1|6506|650602|THAMAFUANG|650602_01|PhromPhiram|ThaChang|BanThaMafueang|628921|1874302|1
262|2|6506|650602|THACHANG|650602_02|PhromPhiram|ThaChang|BanThaChang|629049|1875373|1
263|3|6506|650602|NHONGMORKANG|650602_03|PhromPhiram|ThaChang|BanNongMoKaeng|628404|1877225|1
264|4|6506|650602|KLONGKAE(WESTERN)|650602_04|PhromPhiram|ThaChang|BanKhlongKhaeThawanthok(WestBanKhlongKhae)|627810|1878268|1
265|5|6506|650602|KLONGKAE(EASTERN)|650602_05|PhromPhiram|ThaChang|BanKhlongKhae(part)|628707|1878864|1
266|6|6506|650602|WANGMASA|650602_06|PhromPhiram|ThaChang|BanWangMasra|627042|1879211|1
267|7|6506|650602|NAKHUM|650602_07|PhromPhiram|ThaChang|BanNaKum|623113|1876493|1
268|8|6506|650602|NAKHUM|650602_08|PhromPhiram|ThaChang|BanNaKum|622605|1877262|1
269|9|6506|650602|KLONGMAEM|650602_09|PhromPhiram|ThaChang|BanKhlongMem|619191|1873114|1
270|10|6506|650602|WANGKEELEK|650602_10|||BanWangKeeLek|618388|1870885|1
271|11|6506|650602|KLONGMAEM|650602_11|PhromPhiram|ThaChang|BanKhlongMem|620066|1874825|1
272|12|6506|650602|MHAISUKSAMRAN|650602_12|PhromPhiram|ThaChang|BanMaiSamRan|618622|1874955|1
273|13|6506|650602|PHAMAMUANG|650602_13|PhromPhiram|ThaChang|BanPaMamuang|627576|1878958|1
274|1|6506|650601|PHOMPIRAM|650601_01|PhromPhiram|PhromPhiram|BanPhromPhiram|626781|1884113|1
275|2|6506|650601|PHOMPIRAM|650601_02|PhromPhiram|PhromPhiram|BanPhromPhiram|628016|1881804|1
276|3|6506|650601|SAPANHIN|650601_03|PhromPhiram|PhromPhiram|BanSaphanHin|621819|1880967|1
277|4|6506|650601|KUBPOUNG(SOUTHERN)|650601_04|PhromPhiram|PhromPhiram|BanGrapPhuangThai(SouthBanGrapPhuang)|627901|1882614|1
278|5|6506|650601|KUBPOUNG(CENTRAL)|650601_05|PhromPhiram|PhromPhiram|BanGrapPhuangGlang(CentralBanGrapPhuang)|626746|1883094|1
279|6|6506|650601|KUBPOUNG(NORTHERN)|650601_06|PhromPhiram|PhromPhiram|BanGrapPhuangNuea(NorthBanGrapPhuang)|625524|1882527|1
280|7|6506|650601|KUNGTAORAW|650601_07|PhromPhiram|PhromPhiram|BanKhungTaoLao|625827|1884148|1
281|8|6506|650601|YANKAD|650601_08|PhromPhiram|PhromPhiram|BanYanKat|624581|1883955|1
282|9|6506|650601|YANKAD|650601_09|PhromPhiram|PhromPhiram|BanYanKat|623707|1884060|1
283|10|6506|650601|HUAYDUNG|650601_10|PhromPhiram|PhromPhiram|BanHuaiDang|621905|1881835|1
284|11|6506|650601|WANGNAMYEN|650601_11|PhromPhiram|PhromPhiram|BanWangNamyen|617442|1876948|1
285|12|6506|650601|KARNJANA|650601_12|PhromPhiram|PhromPhiram|BanGanjana|628512|1883104|1
286|13|6506|650601|HUAYDUNGMHAI|650601_13|PhromPhiram|PhromPhiram|BanHuaiDangMai(NewBangHuaiDang)|621819|1880967|1
287|14|6506|650601|SAPANHIN|650601_14|PhromPhiram|PhromPhiram|BanSaphanHin|625521|1881782|1
288|15|6506|650601|TUNGSAN|650601_15|PhromPhiram|PhromPhiram|BanThungSan|628691|1883792|1
289|1|6506|650610|MATHONG|650610_01|PhromPhiram|Matong|BanMathong|625394|1888354|1
290|2|6506|650610|MATHONG|650610_02|PhromPhiram|Matong|BanMathong|625915|1888498|1
291|3|6506|650610|MATHONG|650610_03|PhromPhiram|Matong|BanMathong|624217|1887788|1
292|4|6506|650610|HANGRAI|650610_04|PhromPhiram|Matong|BanHangLai|622805|1888647|1
293|5|6506|650610|PHITUM|650610_05|PhromPhiram|Matong|BanPhaiTam|627205|1892217|1
294|6|6506|650610|TAIYANG|650610_06|PhromPhiram|Matong|BanThaiYang|624107|1890209|1
295|7|6506|650610|THASAMRONG|650610_07|PhromPhiram|Matong|BanThaSamRong|626900|1892721|1
296|8|6506|650610|PHASAK|650610_08|PhromPhiram|Matong|BanPaSak|624864|1890670|1
297|9|6506|650610|SAMSORNJAREAN|650610_09|PhromPhiram|Matong|BanSamSriJayrin|623667|1888715|1
298|10|6506|650610|PAKKLONGCHALONG|650610_10|PhromPhiram|Matong|BanPakKhlongChlong|627822|1889668|1
299|11|6506|650610|PAKKLONGKLA|650610_11|PhromPhiram|Matong|BanKhlongKhla|620859|1888349|1
300|12|6506|650610|TOTSAPOL|650610_12|PhromPhiram|Matong|BanThotpon|625339|1890109|1
301|1|6506|650604|MATOOM|650604_01|PhromPhiram|Matum|BanMathum|629687|1871126|1
302|2|6506|650604|THACHAI|650604_02|PhromPhiram|Matum|BanThaChai|629216|1871601|1
303|3|6506|650604|PAIKOHNAM|650604_03|PhromPhiram|Matum|BanPhaiKoNam|628578|1872535|1
304|4|6506|650604|PAIKOHNAM|650604_04|PhromPhiram|Matum|BanPhaiKoNam|628499|1872871|1
305|5|6506|650604|WANGPLADUK|650604_05|PhromPhiram|Matum|BanWangPlaDuk|622895|1872549|1
306|6|6506|650604|LAMLAD|650604_06|PhromPhiram|Matum|BanLaemLat|629848|1873249|1
307|1|6506|650603|NHONGTOM|650603_01|PhromPhiram|WongKhong|BanNongThom|624383|1890962|1
308|2|6506|650603|WONGKHONG|650603_02|PhromPhiram|WongKhong|BanWongKhong|620828|1892144|1
309|3|6506|650603|WONGKHONG|650603_03|PhromPhiram|WongKhong|BanWongKhong|621403|1890994|1
310|4|6506|650603|YANYAW|650603_04|PhromPhiram|WongKhong|BanYanYao|620164|1892276|1
311|5|6506|650603|YANGPRADA|650603_05|PhromPhiram|WongKhong|BanYangPrada|624915|1892823|1
312|6|6506|650603|WONGKHONG|650603_06|PhromPhiram|WongKhong|BanWongKhong|623510|1890375|1
313|7|6506|650603|TAOTAN|650603_07|PhromPhiram|WongKhong|BanThaotan|623599|1892770|1
314|8|6506|650603|HUAKAWSAMORKRA|650603_08|PhromPhiram|WongKhong|BanHuaKaoSamokhra|624586|1895219|1
315|9|6506|650603|WANGMADAN|650603_09|||BanWangMatan|617107|1893539|1
316|10|6506|650603|MAKHAMTHONG|650603_10|PhromPhiram|WongKhong|BanMakamThong|625525|1896636|1
317|11|6506|650603|YANYAW|650603_11|PhromPhiram|WongKhong|BanYanYao|619427|1893560|1
318|1|6506|650608|WANGWON|650608_01|PhromPhiram|WangWon|BanWangWon|614734|1887214|1
319|2|6506|650608|KLANG|650608_02|PhromPhiram|WangWon|BanGlang|614409|1887347|1
320|3|6506|650608|NHONGHANG|650608_03|PhromPhiram|WangWon|BanNongHang|611078|1887009|1
321|4|6506|650608|WANGSADUE|650608_04|PhromPhiram|WangWon|BanWangSathue|615885|1886167|1
322|5|6506|650608|DONGMAKLUD|650608_05|PhromPhiram|WangWon|BanDongMagrut|612844|1884432|1
323|6|6506|650608|KLONGTAMNEAB|650608_06|PhromPhiram|WangWon|BanKhlongThaNiap|614055|1883079|1
324|7|6506|650608|WANGNAMBOR|650608_07|PhromPhiram|WangWon|BanWangNamBo|613101|1881626|1
325|8|6506|650608|WANGMAIKAN|650608_08|PhromPhiram|WangWon|BanWangMaiGaen|614022|1887970|1
326|9|6506|650608|NHONGTHAN|650608_09|PhromPhiram|WangWon|BanNongTan|610871|1884946|1
327|10|6506|650608|WANGMAIKAN|650608_10|PhromPhiram|WangWon|BanWangMaiGaen|614326|1888268|1
328|1|6506|650606|THATHONG|650606_01|PhromPhiram|SriPhirom|BanThaThong|618280|1895357|1
329|2|6506|650606|THANGAM|650606_02|PhromPhiram|SriPhirom|BanThaNgam|616997|1895506|1
330|3|6506|650606|SONG|650606_03|PhromPhiram|SriPhirom|BanSong|615630|1895741|1
331|4|6506|650606|THONGKUM|650606_04|PhromPhiram|SriPhirom|BanThongKhung|616656|1896488|1
332|5|6506|650606|BHUNG|650606_05|PhromPhiram|SriPhirom|BanBung|616237|1897453|1
333|6|6506|650606|KLONGMADEO|650606_06|PhromPhiram|SriPhirom|BanHuai|618176|1898366|1
334|7|6506|650606|KLONGMAKEO|650606_07|PhromPhiram|SriPhirom|BanKhongMagluea|622341|1895784|1
335|8|6506|650606|BEUNGPANAO|650606_08|PhromPhiram|SriPhirom|BanBuengPlaNao|621304|1899187|1
336|9|6506|650606|KLONGMAPLAB|650606_09|PhromPhiram|SriPhirom|BanKhlongMapaelop|622067|1897355|1
337|10|6506|650606|BEUNGTAMRONG|650606_10|PhromPhiram|SriPhirom|BanBuengThamRong|611390|1889141|1
338|11|6506|650606|KLONGHUAYCHAN|650606_11|PhromPhiram|SriPhirom|BanKhlongHuaiChan|621021|1897431|1
339|12|6506|650606|CHAIPATTANA|650606_12|PhromPhiram|SriPhirom|BanChaiPhattana|607336|1890383|1
340|13|6506|650606|BEUNGKLAI|650606_13|PhromPhiram|SriPhirom||607438|1888026|1
341|1|6506|650609|HUADAN|650609_01|PhromPhiram|NongKhaem|BanHuaDan|624208|1884823|1
342|2|6506|650609|DONGSAMOR|650609_02|PhromPhiram|NongKhaem|BanDongSano|624403|1885728|1
343|3|6506|650609|HADYAI|650609_03|PhromPhiram|NongKhaem|BanHatYai|624990|1886044|1
344|4|6506|650609|HADYAI|650609_04|PhromPhiram|NongKhaem|BanHatYai|625810|1885819|1
345|5|6506|650609|HADYAI|650609_05|PhromPhiram|NongKhaem|BanHatYai|626176|1886229|1
346|6|6506|650609|NHONGKAM|650609_06|PhromPhiram|NongKhaem|BanNongKhaem|625424|1887477|1
347|7|6506|650609|NHONGKAM|650609_07|PhromPhiram|NongKhaem|BanNongKhaem|624817|1886884|1
348|8|6506|650609|KLONGTAN|650609_08|PhromPhiram|NongKhaem|BanKhlongTan|620878|1883709|1
349|9|6506|650609|KLONGWANGMAKAM|650609_09|PhromPhiram|NongKhaem|BanWangMakam|617483|1880252|1
350|10|6506|650609|KLONGTAN|650609_10|PhromPhiram|NongKhaem|BanKhlongTan|620445|1883684|1
351|1|6506|650605|HORKLONG|650605_01|PhromPhiram|HoKlong|BanHoKhlong|633893|1876468|1
352|2|6506|650605|KRABANG|650605_02|PhromPhiram|HoKlong|BanGrabang|633071|1874569|1
353|3|6506|650605|PAKKLONG|650605_03|PhromPhiram|HoKlong|BanPakKhlong|631571|1875224|1
354|4|6506|650605|BANGYEETUM|650605_04|PhromPhiram|HoKlong|BanBangYeeThum|631811|1877383|1
355|5|6506|650605|PLONGNOK|650605_05|PhromPhiram|HoKlong|BanProngNok|631426|1878340|1
356|6|6506|650605|THAKRADUN|650605_06|PhromPhiram|HoKlong|BanMaiHokLong|635571|1875974|1
357|7|6506|650605|MAIPLONGNOK|650605_07|PhromPhiram|HoKlong|BanProngNok|631315|1878657|1
358|1|6508|650801|WANGTONG|650801_01|WangThong|WangThong|BanWangThong(withinmunicipalmarket)|651313|1860855|1
359|2|6508|650801|TANPLONG|650801_02|WangThong|WangThong|BanThanProng(withinmunicipalmarket)|652139|1860185|1
360|3|6508|650801|NAMDUAN|650801_03|WangThong|WangThong|BanNamDuan(withinmunicipalmarket)|652889|1860802|1
361|4|6508|650801|BANGSAPAN|650801_04|WangThong|WangThong|BanBangSaphan|652665|1858587|1
362|5|6508|650801|NHONGSEOA|650801_05|WangThong|WangThong|BanNongSuea|653593|1861261|1
363|6|6508|650801|BEUNGRATCHANOK|650801_06|WangThong|WangThong|BanBuengRachanok|645758|1859284|1
364|7|6508|650801|WANGPHOM|650801_07|WangThong|WangThong|BanWangPhrom|651821|1857880|1
365|8|6508|650801|KAWSAMORKANG|650801_08|WangThong|WangThong|BanKaoSamoKhlaeng|649071|1861826|1
366|9|6508|650801|SEOALAKHANG|650801_09|||BanSueaLakHang|646824|1861902|1
367|10|6508|650801|DONMAUNG|650801_10|||BanDonMuang|645743|1861991|1
368|11|6508|650801|RONGBOM|650801_11|WangThong|WangThong|BanRongBom|649274|1861903|1
369|12|6508|650801|WANGKRUD|650801_12|WangThong|WangThong|BanWangKrut|652435|1858432|1
370|13|6508|650801|NAMYEN|650801_13|WangThong|WangThong|BanNamYen|652372|1861155|1
371|14|6508|650801|NHONGBON|650801_14|WangThong|WangThong|BanNongBon|651576|1859633|1
372|15|6508|650801|SRICHANUTID|650801_15|||BanSeeThanooThit|645986|1861026|1
373|1|6508|650802||650802_01|WangThong|PhanChali|BanRaiPhanChali(BanPhanChaliFarm)|657161|1837701|1
374|2|6508|650802||650802_02|WangThong|PhanChali|BanPhanChali(part)|656803|1837158|1
375|3|6508|650802||650802_03|WangThong|PhanChali|BanKhlongLuek|659865|1838627|1
376|4|6508|650802||650802_04|WangThong|PhanChali|BanNoenMaiDaeng|661115|1840107|1
377|5|6508|650802||650802_05|WangThong|PhanChali|BanNongGaDam|664191|1836107|1
378|6|6508|650802||650802_06|WangThong|PhanChali|BanNongNga|659522|1833363|1
379|7|6508|650802||650802_07|WangThong|PhanChali|BanKhlongPhai|661025|1835880|1
380|8|6508|650802||650802_08|WangThong|PhanChali|BanSupraronPhanomThong|664680|1837732|1
381|9|6508|650802||650802_09|||BanKhlongDoo|668692|1836627|1
382|10|6508|650802||650802_10|||BanWangMaiThok|664354|1832317|1
383|11|6508|650802||650802_11|WangThong|PhanChali|BanNongHin|663720|1835713|1
384|12|6508|650802||650802_12|WangThong|PhanChali|BanNoenPradoo|660610|1840475|1
385|13|6508|650802||650802_13|WangThong|PhanChali|BanNoenPraserit|665188|1838203|1
386|14|6508|650802||650802_14|||BanNongKam|669213|1838413|1
387|15|6508|650802||650802_15|WangThong|PhanChali|BanNoenChan|659196|1837899|1
388|16|6508|650802||650802_16|||BanKhlongWangRuea|666984|1834327|1
389|17|6508|650802||650802_17|WangThong|PhanChali|BanSupraronPhanomThong|663893|1838733|1
390|1|6508|650807||650807_01|WangThong|ThaMuenRam|BanThaMuenRam|660846|1843745|1
391|2|6508|650807||650807_02|WangThong|ThaMuenRam|BanNernSa'at|661618|1845556|1
392|3|6508|650807||650807_03|WangThong|ThaMuenRam|BanNongThaoIt|657671|1847484|1
393|4|6508|650807||650807_04|WangThong|ThaMuenRam|BanDongThan|657496|1844335|1
394|5|6508|650807||650807_05|WangThong|ThaMuenRam|BanNongChoomSaeng|658221|1845601|1
395|6|6508|650807||650807_06|WangThong|ThaMuenRam|BanNernMagluea|663432|1845181|1
396|7|6508|650807||650807_07|WangThong|ThaMuenRam|BanDongNoi|660151|1843007|1
397|8|6508|650807||650807_08|WangThong|ThaMuenRam|BanThungNoi|656882|1844736|1
398|9|6508|650807||650807_09|WangThong|ThaMuenRam|BanThungNongDaeng|661330|1843786|1
399|10|6508|650807||650807_10|WangThong|ThaMuenRam|BanSaiNgam|664539|1840493|1
400|11|6508|650807||650807_11|WangThong|ThaMuenRam|BanPaKhai|660641|1847344|1
401|12|6508|650807||650807_12|WangThong|ThaMuenRam|BanNongYaKhongBang|661541|1845867|1
402|13|6508|650807||650807_13|WangThong|ThaMuenRam|BanNongPlaLai|661250|1843964|1
403|14|6508|650807||650807_14|WangThong|ThaMuenRam|BanPongKhae|665101|1845732|1
404|1|6508|650803|TAEW|650803_01|WangThong|MaeRaKa|BanTaew|640476|1849199|1
405|2|6508|650803|MAERAKHA|650803_02|WangThong|MaeRaKa|BanMaeRaka(part)|646561|1846667|1
406|3|6508|650803|NHONGTAREANG|650803_03|WangThong|MaeRaKa|BanNongThaRueang|650229|1843992|1
407|4|6508|650803|KHEK|650803_04|WangThong|MaeRaKa|BanKhek|646872|1849476|1
408|5|6508|650803|TAMTAO|650803_05|WangThong|MaeRaKa|BanTamThao|645024|1845390|1
409|6|6508|650803|KHOKNHUA|650803_06|WangThong|MaeRaKa|BanNamKhongNua|642133|1848739|1
410|7|6508|650803|LARMDU|650803_07|WangThong|MaeRaKa|BanLaemDoo|646034|1849330|1
411|8|6508|650803|WANGNAMSAI|650803_08|WangThong|MaeRaKa|BanWangNamSai|640783|1848905|1
412|9|6508|650803|NHONGPAKWAN|650803_09|WangThong|MaeRaKa|BanNongPhakWan|649794|1847550|1
413|10|6508|650803|NHONGBOT|650803_10|WangThong|MaeRaKa|BanNongBot|648910|1846997|1
414|11|6508|650803|RAMKAK|650803_11|WangThong|MaeRaKa|BanLaemKhak|646619|1850418|1
415|12|6508|650803|DONG|650803_12|WangThong|MaeRaKa|BanDong|647749|1850513|1
416|13|6508|650803|BEUNGPAN|650803_13|WangThong|MaeRaKa|BanBuengPan|646981|1847189|1
417|14|6508|650803|TUNGYAI|650803_14|WangThong|MaeRaKa|BanThungYai|650538|1841833|1
418|15|6508|650803|MAERAKAPATTHANA|650803_15|WangThong|MaeRaKa|BanMaeRakaPhatana|646997|1846705|1
419|1|6508|650809|SADAO|650809_01|WangThong|NongPhra|BanSadao(part)|652925|1849434|1
420|2|6508|650809|KLONGRAE|650809_02|WangThong|NongPhra|BanKhlongRae|651270|1845466|1
421|3|6508|650809|NHONGPRA|650809_03|WangThong|NongPhra|BanNongPhra|653650|1843532|1
422|4|6508|650809|DONGPLAUNG|650809_04|WangThong|NongPhra|BanDongPhluang|654535|1841707|1
423|5|6508|650809|JAREANPON|650809_05|WangThong|NongPhra|BanJayrinPhon|654032|1841485|1
424|6|6508|650809|NHONGPHOTARA|650809_06|WangThong|NongPhra|BanNongPhoTalay|653093|1846475|1
425|7|6508|650809|NHONGBAO|650809_07|WangThong|NongPhra|BanNongBua|654393|1839625|1
426|8|6508|650809|DONGTANG|650809_08|||BanDongThaeng|656865|1844735|1
427|9|6508|650809|NHONGFAK|650809_09|WangThong|NongPhra|BanNongPhaek|655921|1847723|1
428|10|6508|650809|SADAONOY|650809_10|WangThong|NongPhra|BanSadaoNoi(BanSadaoMinor)|650633|1848406|1
429|11|6508|650809|SADAO(SOUTHERN)|650809_11|WangThong|NongPhra|BanSadaoThai(SouthBanSadao)|652923|1848117|1
430|12|6508|650809|PATTHANATON|650809_12|||BanPhatana|652100|1840704|1
431|1|6508|650806|POY|650806_01|WangThong|KaengSopha|BanPoi|686868|1863022|1
432|2|6508|650806|KANGKULA|650806_02|WangThong|KaengSopha|BanKaengGula|679560|1864809|1
433|3|6508|650806|HUAYPLU|650806_03|WangThong|KaengSopha|BanHuayPhloo|676700|1868083|1
434|4|6508|650806|KAWNOY|650806_04|WangThong|KaengSopha|BanKaoNoi|674552|1871877|1
435|5|6508|650806|MAUNGHOM|650806_05|WangThong|KaengSopha|BanMuangHom|672467|1872009|1
436|6|6508|650806|RAWYA|650806_06|WangThong|KaengSopha|BanLaoYa|675307|1870915|1
437|7|6508|650806|SAPPAIWAN|650806_07|WangThong|KaengSopha|BanSapPhraiWan|676223|1868220|1
438|8|6508|650806|SAPJAREAN|650806_08|WangThong|KaengSopha|BanSapJayrin|677247|1866812|1
439|9|6508|650806|KANGSONG|650806_09|WangThong|KaengSopha|BanKaengSong|674172|1865479|1
440|10|6508|650806|PLONGPA|650806_10|WangThong|KaengSopha|BanPongPa|688801|1865072|1
441|11|6508|650806|NOYMAUNGHOM|650806_11|WangThong|KaengSopha|BanNoiMuangHom|672093|1871740|1
442|12|6508|650806|KANGKULA(NORTHERN)|650806_12|WangThong|KaengSopha|BanKaengGulaNuea(NorthKaengGula)|683568|1864090|1
443|13|6508|650806|MAIKAWNOY|650806_13|WangThong|KaengSopha|BanMaiKaoNoi|674644|1871735|1
444|1|6508|650811|KLONGTAKONG|650811_01|WangThong|DinThong|BanKhlongThaKhong|653791|1859257|1
445|2|6508|650811|SAMTEAY|650811_02|WangThong|DinThong|BanSamThoie|654804|1858308|1
446|3|6508|650811|DINTHONG|650811_03|WangThong|DinThong|BanDinThong|653590|1855768|1
447|4|6508|650811|NHONGTABAK|650811_04|WangThong|DinThong|BanNongThabaek|653122|1851088|1
448|5|6508|650811|NHONGTAO|650811_05|WangThong|DinThong|BanNongThao|653008|1852882|1
449|6|6508|650811|MAIDINTHONG|650811_06|WangThong|DinThong|BanMaiDinThong(NewDinThong)|653376|1855749|1
450|7|6508|650811|RAMMAUNG|650811_07|WangThong|DinThong|BanLaemMuang|652712|1852962|1
451|8|6508|650811|MAIKOKMAIDANG|650811_08|WangThong|DinThong|BanMaiGokMaiDaeng(NewGokMaiDaeng)|652829|1852361|1
452|9|6508|650811|KOKMAIDANG|650811_09|WangThong|DinThong|BanGokMaiDaeng|652820|1851857|1
453|10|6508|650811|KAWNHONGKOB|650811_10|WangThong|DinThong|BanKaoNongGop|657834|1854146|1
454|11|6508|650811|DINTHONGPATTHANA|650811_11|WangThong|DinThong|BanDinThongPhatana|653065|1854614|1
455|1|6508|650805|WANGPADU|650805_01|WangThong|WangPhikun|BanWangPradoo|649884|1854611|1
456|2|6508|650805|WANGPIKUN|650805_02|WangThong|WangPhikun|BanWangPhikun|647980|1854867|1
457|3|6508|650805|DONGKOY|650805_03|||BanDongKoi|642917|1857400|1
458|4|6508|650805|KLONGPED|650805_04|WangThong|WangPhikun|BanKhlongPet|644137|1853696|1
459|5|6508|650805|THANGLAD|650805_05|WangThong|WangPhikun|BanThangLat|642538|1851730|1
460|6|6508|650805|KLONGMUANG|650805_06|WangThong|WangPhikun|BanKhlongMueang|642214|1854076|1
461|7|6508|650805|DONGPLUANG|650805_07|WangThong|WangPhikun|BanDongPhluang|648756|1852106|1
462|8|6508|650805|WANGSAMRONG|650805_08|WangThong|WangPhikun|BanWangSamRong|645170|1854876|1
463|9|6508|650805|DONGPAI|650805_09|WangThong|WangPhikun|BanDongPhai|643407|1854995|1
464|10|6508|650805|DONGJAN|650805_10|WangThong|WangPhikun|BanDongChan|645131|1852985|1
465|11|6508|650805|NHONGTASEE|650805_11|WangThong|WangPhikun|BanNongThasee|644891|1856005|1
466|12|6508|650805|TAKUSAMNANG|650805_12|WangThong|WangPhikun|BanThagooSamNang|641522|1852887|1
467|13|6508|650805|DONGPLUANG|650805_13|WangThong|WangPhikun|BanDongPhluang|648854|1852887|1
468|14|6508|650805|WANGCHUMCHA|650805_14|WangThong|WangPhikun|BanWangChamCha|649186|1855323|1
469|15|6508|650805|RANGSAN|650805_15|WangThong|WangPhikun|BanLangSan|641619|1853339|1
470|1|6508|650810|CHAINAM|650810_01|WangThong|Chainam|BanChaiyanam|657272|1862976|1
471|2|6508|650810|WANGBON|650810_02|WangThong|Chainam|BanWangBon|655659|1861423|1
472|3|6508|650810|BEUNGPLAW|650810_03|WangThong|Chainam|BanBuengPhrao|656430|1862016|1
473|4|6508|650810|THAPLONG|650810_04|WangThong|Chainam|BanThaProng|656430|1861480|1
474|5|6508|650810|TAOPLONG|650810_05|WangThong|Chainam|BanThaoIt|654713|1861636|1
475|6|6508|650810|SAMBON|650810_06|||BanSambon|658699|1859556|1
476|7|6508|650810|NERNKLEE|650810_07|WangThong|Chainam|BanNernKhli|655195|1862137|1
477|8|6508|650810|RONGSOMMAUNG|650810_08|||BanRongSomMuang|653715|1862388|1
478|9|6508|650810|KLONGNAMAUNG|650810_09|WangThong|Chainam|BanKhlongNaMiang|656494|1861626|1
479|1|6508|650808|WANGDINSOR|650808_01|WangThong|WangNokAen|BanWangDinso|659652|1865002|1
480|2|6508|650808|WANGNOKAAN|650808_02|WangThong|WangNokAen|WangNokAen|661443|1862880|1
481|3|6508|650808|BHANBOR|650808_03|WangThong|WangNokAen|BanBo|668159|1862551|1
482|4|6508|650808|NAMPHOM|650808_04|WangThong|WangNokAen|BanNamPhrom|687111|1860683|1
483|5|6508|650808|THAKHAM|650808_05|WangThong|WangNokAen|BanThaKam|677821|1863754|1
484|6|6508|650808|WANGTAD|650808_06|WangThong|WangNokAen|BanWangThat|664220|1867641|1
485|7|6508|650808|KANGJUNGNANG|650808_07|WangThong|WangNokAen|BanKaengJungNang|665543|1861651|1
486|8|6508|650808|HUAYPAI|650808_08|WangThong|WangNokAen|BanHuaiPhai|664477|1869525|1
487|9|6508|650808|SAMTAKEAN|650808_09|WangThong|WangNokAen|BanSamThakhian|670701|1854514|1
488|10|6508|650808|PHIYAI|650808_10|WangThong|WangNokAen|BanPhaiYai|667008|1853215|1
489|11|6508|650808|PHAMAKRUD|650808_11|WangThong|WangNokAen|BanPaMagrut|690269|1860141|1
490|12|6508|650808|HUAYDEUA|650808_12|WangThong|WangNokAen|BanHuaiDuea|662338|1860017|1
491|13|6508|650808|TORREOR|650808_13|WangThong|WangNokAen|BanThoRuea|667340|1850695|1
492|14|6508|650808|SAMNOKRUANG|650808_14|WangThong|WangNokAen|BanSamNokLueang|669805|1858229|1
493|15|6508|650808|PLONGPLU|650808_15|WangThong|WangNokAen|BanProngpun|680841|1863412|1
494|16|6508|650808|PADNAMPOY|650808_16|||BanPaknamPoi|687059|1862937|1
495|17|6508|650808|MAILUMKRADON|650808_17|WangThong|WangNokAen|BanMaiLamGraDon|672042|1860796|1
496|18|6508|650808|KANGJARERN|650808_18|||BanKaingJayrin|674091|1865294|1
497|19|6508|650808|WANGKRABAK|650808_19|WangThong|WangNokAen|BanWangGaBak|664453|1862534|1
498|20|6508|650808|SANSUKPATTHANA|650808_20|WangThong|WangNokAen|BanSaenSukPhatana|678002|1863798|1
499|1|6508|650804|NHONGPRUE|650804_01|WangThong|BanKlang|BanNongPrue|670529|1875593|1
500|2|6508|650804|KLANG|650804_02|||BanKlang|668597|1862185|1
501|3|6508|650804|NAMRIN|650804_03|WangThong|BanKlang|BanNamRin|663724|1879465|1
502|4|6508|650804|NERNSAWANG|650804_04|WangThong|BanKlang|BanNernSawang|667581|1875931|1
503|5|6508|650804|NAPRAN|650804_05|WangThong|BanKlang|BanNaPhran|666076|1882211|1
504|6|6508|650804|MAICHAIJARERN|650804_06|||BanMaiChaiJayrin|668622|1888049|1
505|7|6508|650804|NAMYANG|650804_07|WangThong|BanKlang|BanNamYang|671824|1877205|1
506|8|6508|650804|HINPRAKAI|650804_08|WangThong|BanKlang|BanThinPragai|664563|1872167|1
507|9|6508|650804|CHUMSANG|650804_09|WangThong|BanKlang|BanChumSaeng|666267|1875671|1
508|10|6508|650804|SUMWAI|650804_10|WangThong|BanKlang|BanSamWai|664156|1885646|1
509|11|6508|650804|MAIPANOMTHONG|650804_11|WangThong|BanKlang|BanMaiPhanomThong|660726|1889211|1
510|12|6508|650804|TUNGEANG|650804_12|||BanThungEiang|674381|1875753|1
511|13|6508|650804|SAMTHONGPATTHANA|650804_13|||BanSamThongPhatana|668906|1892320|1
512|14|6508|650804|PHAKANUN|650804_14|WangThong|BanKlang|BanPaKanun|665733|1888240|1
513|15|6508|650804|KAOCHEE|650804_15|||BanKaoChee|669005|1881946|1
514|16|6508|650804|SAMTONG|650804_16|WangThong|BanKlang|BanSamThong|667260|1888730|1
515|17|6508|650804|TANOM|650804_17|WangThong|BanKlang|BanThaNom|664942|1877873|1
516|18|6508|650804|SUBKLONGKLANG|650804_18|||BanSapKhlongKlang|665874|1879153|1
